icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
C80,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C83,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
C97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D00,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D01,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D02,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D07,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D08,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D09,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D10,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D13,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D14,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D20,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D21,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D28,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D29,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D30,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D36,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D37,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D40,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D41,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D44,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D75,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D80,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D81,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D82,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D83,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D84,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D90,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D91,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D92,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D95,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
D99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E07,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E08,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E34,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E35,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E37,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E47,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E62,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E90,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E91,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E92,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E95,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
E99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F04,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F05,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F06,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F07,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F08,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
F50,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G09,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G15,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G16,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G21,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G22,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G27,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G28,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G29,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G33,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G34,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G42,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G66,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G67,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G68,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G74,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G75,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G76,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G77,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G84,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G86,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
G98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I00,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I03,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I04,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I14,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I16,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I29,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I44,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I45,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I51,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I52,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I53,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I56,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I57,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I58,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I90,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I91,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I92,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
I98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J02,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J03,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J04,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J06,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J40,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J47,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J50,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J51,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J52,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J53,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J56,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J57,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J58,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J65,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J71,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J72,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J73,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J74,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J75,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J76,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J77,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J81,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J83,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J90,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
J99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K21,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K22,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K31,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K32,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K33,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K34,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K47,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K53,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K63,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K70,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K84,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K92,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
K99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L06,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L07,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L09,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L15,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L16,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L31,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L32,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L33,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L34,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L35,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L36,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L37,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L77,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
L79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N09,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N13,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N24,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N28,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N40,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N56,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N57,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N58,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N66,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N67,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N68,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N84,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N86,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N90,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N92,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
N95,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O08,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O27,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O37,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O38,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O39,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O50,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O51,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O52,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O53,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O54,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O55,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O56,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O57,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O58,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O59,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O78,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O93,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
O95,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P06,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P16,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P17,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P18,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P30,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P31,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P32,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P33,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P34,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P40,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P41,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P42,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P43,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P44,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P45,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P46,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P47,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P62,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P63,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P64,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P65,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P66,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P67,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P68,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P69,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P73,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P79,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P82,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P85,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P86,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P87,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P96,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P97,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P98,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
P99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q08,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q09,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q10,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q19,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q29,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q36,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q46,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q47,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q48,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q49,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q88,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q89,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q94,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
Q99,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
R01,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
R07,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
R31,Garbage Code (GBD Level 3),Garbage Code (GBD Level 3)
B16,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
B54,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
B64,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
B82,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
B83,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
C69,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
C91,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
C92,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
C93,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
E12,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
E13,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
E14,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
G00,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
G01,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
G02,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
G03,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
I37,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
I42,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
I51,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
I64,Garbage Code (GBD Level 4),Garbage Code (GBD Level 4)
