ICD10,ICD10 Name,USCOD,USCOD name,
V33.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V34 ,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus ,C_1_1,Road Traffic Injuries,
V34.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V34.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V34.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V34.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V34.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V34.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V34.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V34.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V34.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V35 ,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle ,C_1_1,Road Traffic Injuries,
V35.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V35.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V35.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V35.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V35.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V35.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V35.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V35.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V35.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V36 ,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle ,C_1_1,Road Traffic Injuries,
V36.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V36.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V36.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V36.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V36.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V36.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V36.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V36.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V36.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V37 ,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object ,C_1_1,Road Traffic Injuries,
V37.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V37.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V37.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V37.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V37.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V37.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V37.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V37.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V37.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V38 ,Occupant of three-wheeled motor vehicle injured in noncollision transport accident ,C_1_1,Road Traffic Injuries,
V38.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V38.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V38.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V38.3,Unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V38.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V38.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V38.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V38.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V38.9,Unspecified occupant of three-wheeled motor vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V39 ,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents ,C_1_1,Road Traffic Injuries,
V39.0 ,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V39.1 ,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V39.2 ,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V39.3 ,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident ,C_1_1,Road Traffic Injuries,
V39.4 ,Driver injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V39.5 ,Passenger injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V39.6 ,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V39.8 ,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents ,C_1_1,Road Traffic Injuries,
V39.9 ,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident ,C_1_1,Road Traffic Injuries,
V40 ,Car occupant injured in collision with pedestrian or animal ,C_1_1,Road Traffic Injuries,
V40.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V40.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V40.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V40.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V40.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V40.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V40.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V40.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V40.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V41 ,Car occupant injured in collision with pedal cycle ,C_1_1,Road Traffic Injuries,
V41.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V41.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V41.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V41.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V41.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V41.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V41.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V41.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V41.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V42 ,Car occupant injured in collision with two- or three-wheeled motor vehicle ,C_1_1,Road Traffic Injuries,
V42.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V42.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V42.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V42.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V42.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V42.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V42.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V42.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V42.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V43 ,"Car occupant injured in collision with car, pick-up truck or van ",C_1_1,Road Traffic Injuries,
V43.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V43.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V43.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V43.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V43.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V43.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V43.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V43.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V43.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V44 ,Car occupant injured in collision with heavy transport vehicle or bus ,C_1_1,Road Traffic Injuries,
V44.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V44.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V44.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V44.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V44.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V44.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V44.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V44.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V44.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V45 ,Car occupant injured in collision with railway train or railway vehicle ,C_1_1,Road Traffic Injuries,
V45.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V45.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V45.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V45.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V45.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V45.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V45.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V45.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V45.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V46 ,Car occupant injured in collision with other nonmotor vehicle ,C_1_1,Road Traffic Injuries,
V46.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V46.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V46.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V46.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V46.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V46.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V46.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V46.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V46.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V47 ,Car occupant injured in collision with fixed or stationary object ,C_1_1,Road Traffic Injuries,
V47.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V47.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V47.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V47.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V47.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V47.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V47.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V47.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V47.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V48 ,Car occupant injured in noncollision transport accident ,C_1_1,Road Traffic Injuries,
V48.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V48.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V48.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V48.3,Unspecified car occupant injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V48.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V48.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V48.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V48.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V48.9,Unspecified car occupant injured in traffic accident ,C_1_1,Road Traffic Injuries,
V49 ,Car occupant injured in other and unspecified transport accidents ,C_1_1,Road Traffic Injuries,
V49.0 ,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V49.1 ,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V49.2 ,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident ,C_1_1,Road Traffic Injuries,
V49.3 ,Car occupant [any] injured in unspecified nontraffic accident ,C_1_1,Road Traffic Injuries,
V49.4 ,Driver injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V49.5 ,Passenger injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V49.6 ,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident ,C_1_1,Road Traffic Injuries,
V49.8 ,Car occupant [any] injured in other specified transport accidents ,C_1_1,Road Traffic Injuries,
V49.9 ,Car occupant [any] injured in unspecified traffic accident ,C_1_1,Road Traffic Injuries,
V50 ,Occupant of pick-up truck or van injured in collision with pedestrian or animal ,C_1_1,Road Traffic Injuries,
V50.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V50.1,Passenger injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V50.2,Person on outside of vehicle injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V50.3,Unspecified occupant of pick-up truck or van injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
V50.4,Person injured while boarding or alighting ,C_1_1,Road Traffic Injuries,
V50.5,Driver injured in traffic accident ,C_1_1,Road Traffic Injuries,
V50.6,Passenger injured in traffic accident ,C_1_1,Road Traffic Injuries,
V50.7,Person on outside of vehicle injured in traffic accident ,C_1_1,Road Traffic Injuries,
V50.9,Unspecified occupant of pick-up truck or van injured in traffic accident ,C_1_1,Road Traffic Injuries,
V51 ,Occupant of pick-up truck or van injured in collision with pedal cycle ,C_1_1,Road Traffic Injuries,
V51.0,Driver injured in nontraffic accident ,C_1_1,Road Traffic Injuries,
