code,description
S9420XD,"injury of deep peroneal nerve at ankle and foot level, unspecified leg, subsequent encounter"
S9420XS,"injury of deep peroneal nerve at ankle and foot level, unspecified leg, sequela"
S9430XA,"injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, initial encounter"
S9430XD,"injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, subsequent encounter"
S9430XS,"injury of cutaneous sensory nerve at ankle and foot level, unspecified leg, sequela"
S948X9A,"injury of other nerves at ankle and foot level, unspecified leg, initial encounter"
S948X9D,"injury of other nerves at ankle and foot level, unspecified leg, subsequent encounter"
S948X9S,"injury of other nerves at ankle and foot level, unspecified leg, sequela"
S9490XA,"injury of unspecified nerve at ankle and foot level, unspecified leg, initial encounter"
S9490XD,"injury of unspecified nerve at ankle and foot level, unspecified leg, subsequent encounter"
S9490XS,"injury of unspecified nerve at ankle and foot level, unspecified leg, sequela"
S9491XA,"injury of unspecified nerve at ankle and foot level, right leg, initial encounter"
S9491XD,"injury of unspecified nerve at ankle and foot level, right leg, subsequent encounter"
S9491XS,"injury of unspecified nerve at ankle and foot level, right leg, sequela"
S9492XA,"injury of unspecified nerve at ankle and foot level, left leg, initial encounter"
S9492XD,"injury of unspecified nerve at ankle and foot level, left leg, subsequent encounter"
S9492XS,"injury of unspecified nerve at ankle and foot level, left leg, sequela"
S95001A,"unspecified injury of dorsal artery of right foot, initial encounter"
S95001D,"unspecified injury of dorsal artery of right foot, subsequent encounter"
S95001S,"unspecified injury of dorsal artery of right foot, sequela"
S95002A,"unspecified injury of dorsal artery of left foot, initial encounter"
S95002D,"unspecified injury of dorsal artery of left foot, subsequent encounter"
S95002S,"unspecified injury of dorsal artery of left foot, sequela"
S95009A,"unspecified injury of dorsal artery of unspecified foot, initial encounter"
S95009D,"unspecified injury of dorsal artery of unspecified foot, subsequent encounter"
S95009S,"unspecified injury of dorsal artery of unspecified foot, sequela"
S95019A,"laceration of dorsal artery of unspecified foot, initial encounter"
S95019D,"laceration of dorsal artery of unspecified foot, subsequent encounter"
S95019S,"laceration of dorsal artery of unspecified foot, sequela"
S95099A,"other specified injury of dorsal artery of unspecified foot, initial encounter"
S95099D,"other specified injury of dorsal artery of unspecified foot, subsequent encounter"
S95099S,"other specified injury of dorsal artery of unspecified foot, sequela"
S95101A,"unspecified injury of plantar artery of right foot, initial encounter"
S95101D,"unspecified injury of plantar artery of right foot, subsequent encounter"
S95101S,"unspecified injury of plantar artery of right foot, sequela"
S95102A,"unspecified injury of plantar artery of left foot, initial encounter"
S95102D,"unspecified injury of plantar artery of left foot, subsequent encounter"
S95102S,"unspecified injury of plantar artery of left foot, sequela"
S95109A,"unspecified injury of plantar artery of unspecified foot, initial encounter"
S95109D,"unspecified injury of plantar artery of unspecified foot, subsequent encounter"
S95109S,"unspecified injury of plantar artery of unspecified foot, sequela"
S95119A,"laceration of plantar artery of unspecified foot, initial encounter"
S95119D,"laceration of plantar artery of unspecified foot, subsequent encounter"
S95119S,"laceration of plantar artery of unspecified foot, sequela"
S95199A,"other specified injury of plantar artery of unspecified foot, initial encounter"
S95199D,"other specified injury of plantar artery of unspecified foot, subsequent encounter"
S95199S,"other specified injury of plantar artery of unspecified foot, sequela"
S95201A,"unspecified injury of dorsal vein of right foot, initial encounter"
S95201D,"unspecified injury of dorsal vein of right foot, subsequent encounter"
S95201S,"unspecified injury of dorsal vein of right foot, sequela"
S95202A,"unspecified injury of dorsal vein of left foot, initial encounter"
S95202D,"unspecified injury of dorsal vein of left foot, subsequent encounter"
S95202S,"unspecified injury of dorsal vein of left foot, sequela"
S95209A,"unspecified injury of dorsal vein of unspecified foot, initial encounter"
S95209D,"unspecified injury of dorsal vein of unspecified foot, subsequent encounter"
S95209S,"unspecified injury of dorsal vein of unspecified foot, sequela"
S95219A,"laceration of dorsal vein of unspecified foot, initial encounter"
S95219D,"laceration of dorsal vein of unspecified foot, subsequent encounter"
S95219S,"laceration of dorsal vein of unspecified foot, sequela"
S95299A,"other specified injury of dorsal vein of unspecified foot, initial encounter"
S95299D,"other specified injury of dorsal vein of unspecified foot, subsequent encounter"
S95299S,"other specified injury of dorsal vein of unspecified foot, sequela"
S95801A,"unspecified injury of other blood vessels at ankle and foot level, right leg, initial encounter"
S95801D,"unspecified injury of other blood vessels at ankle and foot level, right leg, subsequent encounter"
S95801S,"unspecified injury of other blood vessels at ankle and foot level, right leg, sequela"
S95802A,"unspecified injury of other blood vessels at ankle and foot level, left leg, initial encounter"
S95802D,"unspecified injury of other blood vessels at ankle and foot level, left leg, subsequent encounter"
S95802S,"unspecified injury of other blood vessels at ankle and foot level, left leg, sequela"
S95809A,"unspecified injury of other blood vessels at ankle and foot level, unspecified leg, initial encounter"
S95809D,"unspecified injury of other blood vessels at ankle and foot level, unspecified leg, subsequent encounter"
S95809S,"unspecified injury of other blood vessels at ankle and foot level, unspecified leg, sequela"
S95819A,"laceration of other blood vessels at ankle and foot level, unspecified leg, initial encounter"
S95819D,"laceration of other blood vessels at ankle and foot level, unspecified leg, subsequent encounter"
S95819S,"laceration of other blood vessels at ankle and foot level, unspecified leg, sequela"
S95899A,"other specified injury of other blood vessels at ankle and foot level, unspecified leg, initial encounter"
S95899D,"other specified injury of other blood vessels at ankle and foot level, unspecified leg, subsequent encounter"
S95899S,"other specified injury of other blood vessels at ankle and foot level, unspecified leg, sequela"
S95901A,"unspecified injury of unspecified blood vessel at ankle and foot level, right leg, initial encounter"
S95901D,"unspecified injury of unspecified blood vessel at ankle and foot level, right leg, subsequent encounter"
S95901S,"unspecified injury of unspecified blood vessel at ankle and foot level, right leg, sequela"
S95902A,"unspecified injury of unspecified blood vessel at ankle and foot level, left leg, initial encounter"
S95902D,"unspecified injury of unspecified blood vessel at ankle and foot level, left leg, subsequent encounter"
S95902S,"unspecified injury of unspecified blood vessel at ankle and foot level, left leg, sequela"
S95909A,"unspecified injury of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter"
S95909D,"unspecified injury of unspecified blood vessel at ankle and foot level, unspecified leg, subsequent encounter"
S95909S,"unspecified injury of unspecified blood vessel at ankle and foot level, unspecified leg, sequela"
S95911A,"laceration of unspecified blood vessel at ankle and foot level, right leg, initial encounter"
S95911D,"laceration of unspecified blood vessel at ankle and foot level, right leg, subsequent encounter"
S95911S,"laceration of unspecified blood vessel at ankle and foot level, right leg, sequela"
S95912A,"laceration of unspecified blood vessel at ankle and foot level, left leg, initial encounter"
S95912D,"laceration of unspecified blood vessel at ankle and foot level, left leg, subsequent encounter"
S95912S,"laceration of unspecified blood vessel at ankle and foot level, left leg, sequela"
S95919A,"laceration of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter"
S95919D,"laceration of unspecified blood vessel at ankle and foot level, unspecified leg, subsequent encounter"
S95919S,"laceration of unspecified blood vessel at ankle and foot level, unspecified leg, sequela"
S95991A,"other specified injury of unspecified blood vessel at ankle and foot level, right leg, initial encounter"
S95991D,"other specified injury of unspecified blood vessel at ankle and foot level, right leg, subsequent encounter"
S95991S,"other specified injury of unspecified blood vessel at ankle and foot level, right leg, sequela"
S95992A,"other specified injury of unspecified blood vessel at ankle and foot level, left leg, initial encounter"
S95992D,"other specified injury of unspecified blood vessel at ankle and foot level, left leg, subsequent encounter"
S95992S,"other specified injury of unspecified blood vessel at ankle and foot level, left leg, sequela"
S95999A,"other specified injury of unspecified blood vessel at ankle and foot level, unspecified leg, initial encounter"
S95999D,"other specified injury of unspecified blood vessel at ankle and foot level, unspecified leg, subsequent encounter"
S95999S,"other specified injury of unspecified blood vessel at ankle and foot level, unspecified leg, sequela"
S96001A,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, initial encounter"
S96001D,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, subsequent encounter"
S96001S,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, sequela"
S96002A,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, initial encounter"
S96002D,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, subsequent encounter"
S96002S,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela"
S96009A,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, initial encounter"
S96009D,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter"
S96009S,"unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, sequela"
